location,elapsed,29Hz,58Hz,116Hz,120Hz,174Hz,232Hz,240Hz,peak1_freq,peak1_level,peak2_freq,peak2_level,peak3_freq,peak3_level,peak4_freq,peak4_level,peak5_freq,peak5_level
bed,0.0,0.1766555170661576,4.522018733195174,2.5735162842806534,9.741203460903483,0.4098561576693214,0.21902267034137923,0.6747950749263212,120.1171875,9.741203460903483,57.12890625,4.522018733195174,168.45703125,1.2900385219011212,102.5390625,1.150769825435943,205.078125,1.0887549381105164
bed,1.019883155822754,0.2783308506320739,4.575219900571687,2.980927203556039,9.60213123245115,0.2893047047189143,0.3350100967388395,0.6495415357822661,120.1171875,9.60213123245115,57.12890625,4.575219900571687,51.26953125,1.5569001163852285,89.35546875,1.3300179610654344,169.921875,1.328192947327157
bed,2.004913330078125,0.22065393098658084,4.013837974505215,2.3190138769250312,9.396920562317034,0.31709854010988914,0.32371056108986507,0.6870839222801417,120.1171875,9.396920562317034,57.12890625,4.013837974505215,46.875,1.5969379275777915,205.078125,1.2693893702681764,99.609375,1.0920235854601983
bed,3.001528024673462,0.2757599585390356,4.158272460318178,2.6253750531556674,9.427760910827034,0.35918919259047,0.23286666653651336,0.6084892801726277,120.1171875,9.427760910827034,58.59375,4.158272460318178,45.41015625,1.3860790009679844,99.609375,1.2811234238235587,191.89453125,1.143569819954506
bed,4.0086493492126465,0.4357472022884469,4.949951021916734,1.8994923644645587,9.590471686179638,0.45534952314995597,0.10434739672613605,0.5821728922343321,120.1171875,9.590471686179638,58.59375,4.949951021916734,51.26953125,2.511504807377931,191.89453125,1.2039120025072554,45.41015625,1.1949140647529488
bed,5.019551992416382,0.20288814417553258,2.6966420213121673,1.9623829972825313,10.979684506278993,0.3202152770159533,0.16112233030414333,0.5257522190130086,120.1171875,10.979684506278993,58.59375,2.6966420213121673,188.96484375,1.4890561835152334,84.9609375,1.2619923703767926,51.26953125,1.181549006931934
bed,6.009514093399048,0.31793339988443053,3.482288556410589,2.421132016291817,10.445986476199359,0.3256652336666695,0.06384933081490901,0.7058749398862332,120.1171875,10.445986476199359,57.12890625,3.482288556410589,168.45703125,1.3236386426522713,188.96484375,1.2918837989068759,64.453125,1.2016464110806897
bed,7.017671346664429,0.32073172003760053,4.930874134888675,2.3788182165252705,10.281929024465027,0.5895560629181328,0.11110925199434117,0.7526653746094956,120.1171875,10.281929024465027,58.59375,4.930874134888675,51.26953125,1.6333632571968815,187.5,1.2544145092441312,168.45703125,1.249594686834317
bed,8.02050518989563,0.26364930052451824,3.916030202785673,2.3215678650280074,9.899055778442778,0.37592957580635133,0.18866338925016263,0.5730392552203663,120.1171875,9.899055778442778,58.59375,3.916030202785673,48.33984375,1.809577270827349,186.03515625,1.7354481048024,169.921875,1.4796104831465702
bed,9.007508039474487,0.35341265605045713,4.818751634728994,2.319093913741741,10.1152896518235,0.2674835142326551,0.21964635613957478,0.7581717357222862,120.1171875,10.1152896518235,58.59375,4.818751634728994,51.26953125,2.0994395234420384,168.45703125,1.2873444983961728,86.42578125,1.1307221009637696
bed,10.010789155960083,0.37269427003277006,4.192772487752107,2.361434511237899,10.24743419820999,0.40738957265437953,0.2246975109535002,0.6553736364257544,120.1171875,10.24743419820999,58.59375,4.192772487752107,51.26953125,2.3348361754978364,186.03515625,1.3450618044046223,93.75,1.3025261244730728
bed,11.008265256881714,0.589682488408382,3.695313178486193,2.7059760517778857,10.340448851502815,0.29001202077284866,0.11892638840812317,0.8611957626994525,120.1171875,10.340448851502815,57.12890625,3.695313178486193,48.33984375,2.007362693627392,93.75,1.8704988374516371,186.03515625,1.2230513576803244
bed,12.012171030044556,0.5316550678192097,5.485964365639694,1.5356695044854782,9.744645987471216,0.27783049062971893,0.21766092537245063,0.5222757943122149,120.1171875,9.744645987471216,58.59375,5.485964365639694,169.921875,1.5720370482548276,52.734375,1.2624395686819812,86.42578125,1.2428889565651147
bed,13.001665115356445,0.1864164387445651,6.502375660970845,2.481763185881657,10.434271029657596,0.4960674548787744,0.13288646767896917,0.5990701880378229,120.1171875,10.434271029657596,58.59375,6.502375660970845,92.28515625,1.7130825765764512,51.26953125,1.152762757871595,169.921875,0.9664598174288055
