location,elapsed,29Hz,58Hz,116Hz,120Hz,174Hz,232Hz,240Hz,peak1_freq,peak1_level,peak2_freq,peak2_level,peak3_freq,peak3_level,peak4_freq,peak4_level,peak5_freq,peak5_level
bed,9.5367431640625e-07,0.29515866613111336,7.667186285613457,0.9973998022230641,1.9830867999608661,0.47105087785975513,0.0949204272218138,0.4480607807320776,57.12890625,7.667186285613457,120.1171875,1.9830867999608661,90.8203125,1.142584778711638,67.3828125,1.090998473680089,177.24609375,1.0297742395825096
bed,1.005476713180542,0.2578250726455343,6.884924872409085,0.9299728120144279,2.1189375476308845,0.3593019192951725,0.07066009478386374,0.5235168978213967,57.12890625,6.884924872409085,120.1171875,2.1189375476308845,62.98828125,1.6089450406240453,101.07421875,1.1015247997118016,42.48046875,1.0089764356757505
bed,2.015030860900879,0.3311494561068762,5.616658834717799,1.46898691583051,1.8596566430759056,0.5402215860108865,0.19346471817799188,0.5026369669098343,58.59375,5.616658834717799,120.1171875,1.8596566430759056,65.91796875,1.6178900088365433,199.21875,0.8925113972830949,74.70703125,0.8743418673160496
bed,3.0003278255462646,0.2565299005553175,4.585781635367517,1.1937621442553061,1.9576805149134786,0.41088132233239505,0.22304781723511194,0.4518369350720569,58.59375,4.585781635367517,120.1171875,1.9576805149134786,64.453125,1.7941275735596443,169.921875,0.940171055555264,178.7109375,0.9264427982774264
bed,4.005122661590576,0.2346250083206599,5.736963243367492,1.1611554218676097,2.1843117437305337,0.7094878566936292,0.21051242626384464,0.43998807953246916,57.12890625,5.736963243367492,120.1171875,2.1843117437305337,65.91796875,2.0583851530993797,93.75,1.5457661655900872,43.9453125,1.2099159831273603
bed,5.009960889816284,0.21606059571800248,7.129329567823557,1.648655638614954,1.7794421503113347,0.4003984126796908,0.15804890676120592,0.4404105317362629,57.12890625,7.129329567823557,65.91796875,1.9306056964548473,120.1171875,1.7794421503113347,180.17578125,1.184273085700607,93.75,1.0119537989583454
bed,6.005000829696655,0.3152160995036431,8.291525935615269,0.8759261459903165,2.689976659632527,0.4464597917424868,0.18962337886438344,0.39889357807142717,57.12890625,8.291525935615269,120.1171875,2.689976659632527,168.45703125,0.9969097617098687,77.63671875,0.81810328342725,197.75390625,0.7703971837579646
bed,7.013881683349609,0.21173367173792074,4.357349663640779,1.294689934011693,1.9087910272531636,0.8457450146859232,0.297752130440536,0.5415252761119771,58.59375,4.357349663640779,120.1171875,1.9087910272531636,65.91796875,1.4155380725192068,143.5546875,0.9773869449520427,203.61328125,0.9675317376136628
bed,8.015573978424072,0.3030543578625416,6.596171726247293,1.9056160357560317,2.112220756611866,0.22477083241121282,0.1985948101843367,0.3868746047933193,58.59375,6.596171726247293,120.1171875,2.112220756611866,114.2578125,1.9056160357560317,102.5390625,1.125115163901125,74.70703125,0.839394712102177
bed,9.016013622283936,0.14820565233181462,7.631443863019153,0.6288643501846467,2.0218870510329787,0.4287800691845077,0.31561676509369985,0.4772564129362786,58.59375,7.631443863019153,101.07421875,2.365461367662353,65.91796875,2.036158169439681,120.1171875,2.0218870510329787,43.9453125,1.145697437224523
